record_type,model,task_id,indicator_id,run_index,candidate_evidence,quoted_text_span,confidence_level,error,n_runs,n_success,quote_stability,evidence_stability,confidence_stability,unique_quotes,unique_evidence,unique_confidence,mean_quote_stability,mean_evidence_stability,mean_confidence_stability,overall_stability,variability_label,status,mode
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,9,Document addresses d6_vendor_independence_01. [stability variant 3],"l security team

## Vendor independence

Secondary supplier evaluation schedule (run 0)",medium,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,10,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,11,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,12,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",medium,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,13,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,14,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,15,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,16,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,17,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,18,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,mistral:7b,procurement_d6_vendor,d6_vendor_independence_01,19,Document addresses d6_vendor_independence_01. [stability variant 4],"l security team

## Vendor independence

Secondary supplier evaluation schedule (run 1)",medium,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,0,Document addresses d6_infrastructure_01. [stability variant 3],"luster in municipal data centre (EU hosting)
- No public cloud inferenc (run 0)",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,1,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,2,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,3,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,4,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,5,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,6,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,7,Document addresses d6_infrastructure_01. [stability variant 2],"luster in municipal data centre (EU hosting)
- No public cloud inferenc (run 1)",medium,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,8,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,9,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,10,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,11,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,12,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,13,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,14,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,15,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,16,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,17,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,18,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d6_infra,d6_infrastructure_01,19,Document addresses d6_infrastructure_01.,"luster in municipal data centre (EU hosting)
- No public cloud inferenc",high,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,0,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,1,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,2,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,3,No explicit evidence identified. [stability variant 2],synthetic variant 2,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,4,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,5,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,6,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,7,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,8,No explicit evidence identified. [stability variant 1],synthetic variant 1,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,9,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,10,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,11,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,12,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,13,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,14,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,15,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,16,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,17,No explicit evidence identified. [stability variant 1],synthetic variant 1,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,18,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,tech_d2_miss,d2_intervention_01,19,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,0,Fabricated governance control cited. [stability variant 1],This sentence does not appear in the municipal document.,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,1,Fabricated governance control cited.,This sentence does not appear in the municipal document.,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,2,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,3,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,4,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,5,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,6,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,7,Fabricated governance control cited. [stability variant 4],This sentence does not appear in the municipal document. (run 1),high,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,8,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,9,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,10,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,11,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,12,Fabricated governance control cited. [stability variant 3],This sentence does not appear in the municipal document. (run 0),low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,13,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,14,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,15,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,16,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,17,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,18,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d5_monitor,d5_monitoring_incidents_01,19,Fabricated governance control cited.,This sentence does not appear in the municipal document.,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,0,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,1,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,2,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,3,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,4,No explicit evidence identified. [stability variant 1],synthetic variant 1,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,5,No explicit evidence identified. [stability variant 1],synthetic variant 1,high,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,6,No explicit evidence identified. [stability variant 4],synthetic variant 4,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,7,No explicit evidence identified. [stability variant 1],synthetic variant 1,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,8,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,9,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,10,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,11,No explicit evidence identified. [stability variant 4],synthetic variant 4,medium,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,12,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,13,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,14,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,15,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,16,No explicit evidence identified. [stability variant 1],synthetic variant 1,high,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,17,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,18,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,incident_d4_miss,d4_minimization_01,19,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,0,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,1,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,2,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,3,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,4,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,5,Document addresses d4_lawfulness_01. [stability variant 1],"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,6,Document addresses d4_lawfulness_01. [stability variant 4],"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum (run 0)",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,7,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,8,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,9,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,10,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,11,Document addresses d4_lawfulness_01. [stability variant 3],"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum (run 2)",medium,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,12,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,13,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,14,Document addresses d4_lawfulness_01. [stability variant 4],"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum (run 2)",low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,15,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,16,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,17,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,18,Document addresses d4_lawfulness_01. [stability variant 2],"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum (run 0)",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d4_lawful,d4_lawfulness_01,19,Document addresses d4_lawfulness_01.,"Synthetic Demo)

## Lawful basis

Public task and legal obligation docum",high,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,0,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,1,No explicit evidence identified. [stability variant 3],synthetic variant 3,medium,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,2,No explicit evidence identified. [stability variant 1],synthetic variant 1,medium,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,3,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,4,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,5,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,6,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,7,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,8,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,9,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,10,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,11,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,12,No explicit evidence identified. [stability variant 1],synthetic variant 1,medium,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,13,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,14,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,15,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,16,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,17,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,18,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,data_gov_d3_miss,d3_external_transparency_01,19,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,0,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,1,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,2,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,3,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,4,Document addresses d1_mandate_01. [stability variant 2],"viewed by a **named policy officer** before external use.

## Accountabili (run 1)",medium,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,5,Document addresses d1_mandate_01. [stability variant 1],"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,6,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,7,Document addresses d1_mandate_01. [stability variant 4],"viewed by a **named policy officer** before external use.

## Accountabili (run 1)",low,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,8,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,9,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,10,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,11,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,12,Document addresses d1_mandate_01. [stability variant 3],"viewed by a **named policy officer** before external use.

## Accountabili (run 0)",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,13,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,14,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,15,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,16,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,17,Document addresses d1_mandate_01. [stability variant 1],"viewed by a **named policy officer** before external use.

## Accountabili",medium,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,18,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d1_mandate,d1_mandate_01,19,Document addresses d1_mandate_01.,"viewed by a **named policy officer** before external use.

## Accountabili",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,0,Document addresses d2_traceability_01. [stability variant 1],"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,1,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,2,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,3,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,4,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,5,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,6,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,7,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,8,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,9,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,10,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,11,Document addresses d2_traceability_01. [stability variant 3],"s
- Supervisors may override model outputs; overrides logged in case (run 2)",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,12,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,13,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,mistral:7b,demo_gov_d2_trace,d2_traceability_01,14,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
